track,artist,valence_tags,arousal_tags,dominance_tags,genre,emotion,tags_with_weights,tag_text
Atlantis,Color Collapse,6.672631578947368,3.8105263157894735,6.367894736842105,chill,happy,"[('chill', 100), ('alternative', 100), ('Dreamy', 100), ('Mellow', 100), ('alt rock', 100), ('underwater', 100), ('experimental', 75), ('Progressive', 75), ('prog rock', 75), ('legend', 75), ('alt', 75), ('myth', 75), ('submarine', 75), ('dream-like', 75), ('indie', 50), ('alternative rock', 50), ('indie rock', 50), ('prog', 50), ('water', 50), ('smooth', 50)]",chill chill chill chill chill chill chill chill chill chill alternative alternative alternative alternative alternative alternative alternative alternative alternative alternative Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow alt rock alt rock alt rock alt rock alt rock alt rock alt rock alt rock alt rock alt rock underwater underwater underwater underwater underwater underwater underwater underwater underwater underwater experimental experimental experimental experimental experimental experimental experimental Progressive Progressive Progressive Progressive Progressive Progressive Progressive prog rock prog rock prog rock prog rock prog rock prog rock prog rock legend legend legend legend legend legend legend alt alt alt alt alt alt alt myth myth myth myth myth myth myth submarine submarine submarine submarine submarine submarine submarine dream-like dream-like dream-like dream-like dream-like dream-like dream-like indie indie indie indie indie alternative rock alternative rock alternative rock alternative rock alternative rock indie rock indie rock indie rock indie rock indie rock prog prog prog prog prog water water water water water smooth smooth smooth smooth smooth
Saturday Nightmares,Logh,6.078333333333333,3.206666666666667,5.808333333333334,post-rock,happy,"[('post-rock', 100), ('indie', 72), ('indie rock', 43), ('piano', 43), ('rock', 29), ('swedish', 29), ('postrock', 29), ('Saturday', 29), ('duyster', 29), ('logh', 29), ('musik zum einschlafen', 29), ('seen live', 15), ('vocal', 15), ('indie pop', 15), ('Lo-Fi', 15), ('shoegaze', 15), ('Drum', 15), ('bass', 15), ('dream pop', 15), ('spacious', 15)]",post-rock post-rock post-rock post-rock post-rock post-rock post-rock post-rock post-rock post-rock indie indie indie indie indie indie indie indie rock indie rock indie rock indie rock piano piano piano piano rock rock swedish swedish postrock postrock Saturday Saturday duyster duyster logh logh musik zum einschlafen musik zum einschlafen seen live vocal indie pop Lo-Fi shoegaze Drum bass dream pop spacious
London Town,Wings,6.580074074074075,2.7620000000000005,6.679481481481481,pop,happy,"[('70s', 100), ('soft rock', 100), ('chillout', 67), ('pop', 67), ('rock', 67), ('singer-songwriter', 67), ('pop rock', 67), ('relaxed', 67), ('1978', 67), ('harmony', 67), ('rock n roll', 67), ('seminal 70s', 67), ('london town', 67), ('classic rock', 34), ('chill', 34), ('british', 34), ('adult contemporary', 34), ('beautiful', 34), ('laid back', 34), ('Mellow', 34)]",70s 70s 70s 70s 70s 70s 70s 70s 70s 70s soft rock soft rock soft rock soft rock soft rock soft rock soft rock soft rock soft rock soft rock chillout chillout chillout chillout chillout chillout pop pop pop pop pop pop rock rock rock rock rock rock singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter pop rock pop rock pop rock pop rock pop rock pop rock relaxed relaxed relaxed relaxed relaxed relaxed 1978 1978 1978 1978 1978 1978 harmony harmony harmony harmony harmony harmony rock n roll rock n roll rock n roll rock n roll rock n roll rock n roll seminal 70s seminal 70s seminal 70s seminal 70s seminal 70s seminal 70s london town london town london town london town london town london town classic rock classic rock classic rock chill chill chill british british british adult contemporary adult contemporary adult contemporary beautiful beautiful beautiful laid back laid back laid back Mellow Mellow Mellow
What We Have Known,Joanna Newsom,6.56076923076923,4.601282051282051,5.88025641025641,folk,happy,"[('folk', 100), ('female vocalists', 82), ('indie', 73), ('harp', 64), ('singer-songwriter', 55), ('freak folk', 37), ('female vocalist', 37), ('quirky', 28), ('american', 28), ('indie folk', 28), ('experimental', 19), ('weird', 19), ('Joanna Newsom', 19), ('nix partly', 19), ('female', 10), ('indie rock', 10), ('twee', 10), ('favorites', 10), ('Love', 10), ('acoustic', 10)]",folk folk folk folk folk folk folk folk folk folk female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists indie indie indie indie indie indie indie harp harp harp harp harp harp singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter freak folk freak folk freak folk female vocalist female vocalist female vocalist quirky quirky american american indie folk indie folk experimental weird Joanna Newsom nix partly female indie rock twee favorites Love acoustic
The North Wind Blew South,Headless Heroes,4.485940594059406,4.205346534653465,3.735445544554455,folk,sad,"[('folk', 100), ('female vocalists', 100), ('trance', 67), ('psychedelic', 67), ('Out of Space', 67), ('peace music', 67), ('melody maker', 67), ('indie', 34), ('rock', 34), ('alternative', 34), ('singer-songwriter', 34), ('folk-rock', 34), ('fip', 34), ('Beautiful Songs', 34), ('meh', 34), ('Messy', 34), ('election', 34), ('christmasy', 34), ('trackstolistenagain', 34), ('CaroME', 34)]",folk folk folk folk folk folk folk folk folk folk female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists trance trance trance trance trance trance psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic Out of Space Out of Space Out of Space Out of Space Out of Space Out of Space peace music peace music peace music peace music peace music peace music melody maker melody maker melody maker melody maker melody maker melody maker indie indie indie rock rock rock alternative alternative alternative singer-songwriter singer-songwriter singer-songwriter folk-rock folk-rock folk-rock fip fip fip Beautiful Songs Beautiful Songs Beautiful Songs meh meh meh Messy Messy Messy election election election christmasy christmasy christmasy trackstolistenagain trackstolistenagain trackstolistenagain CaroME CaroME CaroME
Celebration,w-inds.,8.0,5.76,7.32,unknown,happy,"[('favorites', 100), ('cute', 100), ('cheerful', 100), ('should listen', 100), ('dancing', 100), ('Vision Factory', 100), ('w-inds', 100), ('wfl', 100), ('My Top Musics', 100)]",favorites favorites favorites favorites favorites favorites favorites favorites favorites favorites cute cute cute cute cute cute cute cute cute cute cheerful cheerful cheerful cheerful cheerful cheerful cheerful cheerful cheerful cheerful should listen should listen should listen should listen should listen should listen should listen should listen should listen should listen dancing dancing dancing dancing dancing dancing dancing dancing dancing dancing Vision Factory Vision Factory Vision Factory Vision Factory Vision Factory Vision Factory Vision Factory Vision Factory Vision Factory Vision Factory w-inds w-inds w-inds w-inds w-inds w-inds w-inds w-inds w-inds w-inds wfl wfl wfl wfl wfl wfl wfl wfl wfl wfl My Top Musics My Top Musics My Top Musics My Top Musics My Top Musics My Top Musics My Top Musics My Top Musics My Top Musics My Top Musics
Puakenikeni,Nicole Scherzinger,7.414705882352941,6.680882352941176,6.082058823529412,pop,happy,"[('Nicole Scherzinger', 100), ('pop', 76), ('female vocalists', 57), ('dance', 45), ('rnb', 42), ('puakenikeni', 35), ('sexy', 25), ('hot', 21), ('hip hop', 19), ('dance-pop', 18), ('catchy', 16), ('party', 14), ('nicole', 14), ('sensual female', 14), ('upbeat', 13), ('pussycat dolls', 11), ('sensual', 9), ('Strip', 7), ('rock', 6), ('latin', 6)]",Nicole Scherzinger Nicole Scherzinger Nicole Scherzinger Nicole Scherzinger Nicole Scherzinger Nicole Scherzinger Nicole Scherzinger Nicole Scherzinger Nicole Scherzinger Nicole Scherzinger pop pop pop pop pop pop pop female vocalists female vocalists female vocalists female vocalists female vocalists dance dance dance dance rnb rnb rnb rnb puakenikeni puakenikeni puakenikeni sexy sexy hot hot hip hop dance-pop catchy party nicole sensual female upbeat pussycat dolls
Someone's Second Kiss,RJD2,5.739393939393938,3.422121212121212,5.692424242424242,electronic,happy,"[('chillout', 100), ('electronic', 86), ('trip-hop', 75), ('Hip-Hop', 52), ('turntablism', 45), ('downtempo', 38), ('electronica', 34), ('chill', 34), ('instrumental hip-hop', 26), ('hip hop', 12), ('instrumental', 12), ('atmospheric', 12), ('american', 12), ('dj', 12), ('00s', 12), ('urban', 8), ('lounge', 8), ('trip hop', 8), ('Mellow', 8), ('underground', 8)]",chillout chillout chillout chillout chillout chillout chillout chillout chillout chillout electronic electronic electronic electronic electronic electronic electronic electronic trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop trip-hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop turntablism turntablism turntablism turntablism downtempo downtempo downtempo electronica electronica electronica chill chill chill instrumental hip-hop instrumental hip-hop hip hop instrumental atmospheric american dj 00s
Mosquito Song,Queens of the Stone Age,5.111818181818181,3.671818181818182,5.199350649350649,stoner rock,happy,"[('Stoner Rock', 100), ('rock', 84), ('alternative rock', 57), ('acoustic', 51), ('alternative', 47), ('hard rock', 25), ('Queens Of The Stone Age', 25), ('beautiful', 19), ('Mellow', 18), ('00s', 18), ('desert rock', 15), ('american', 13), ('stoner', 12), ('Psychedelic Rock', 12), ('chillout', 10), ('sad', 9), ('epic', 9), ('easy listening', 9), ('psychedelic', 8), ('haunting', 8)]",Stoner Rock Stoner Rock Stoner Rock Stoner Rock Stoner Rock Stoner Rock Stoner Rock Stoner Rock Stoner Rock Stoner Rock rock rock rock rock rock rock rock rock alternative rock alternative rock alternative rock alternative rock alternative rock acoustic acoustic acoustic acoustic acoustic alternative alternative alternative alternative hard rock hard rock Queens Of The Stone Age Queens Of The Stone Age beautiful Mellow 00s desert rock american stoner Psychedelic Rock chillout
Miami Showdown,Digitalism,7.19,4.8,5.32,electro,happy,"[('electro', 100), ('electronic', 80), ('2011', 40), ('kick your ass', 40), ('10s', 40), ('electro-house', 40), ('instrumental', 20), ('epic', 20), ('german', 20), ('play', 20), ('badass', 20), ('fotomotor', 20), ('eclectonia', 20), ('10 of 10 stars', 20), ('digitalism', 20), ('100', 20), ('d', 20), ('v2', 20), ('Electron', 20), ('placed according to stretchead', 20)]",electro electro electro electro electro electro electro electro electro electro electronic electronic electronic electronic electronic electronic electronic electronic 2011 2011 2011 2011 kick your ass kick your ass kick your ass kick your ass 10s 10s 10s 10s electro-house electro-house electro-house electro-house instrumental instrumental epic epic german german play play badass badass fotomotor fotomotor eclectonia eclectonia 10 of 10 stars 10 of 10 stars digitalism digitalism 100 100 d d v2 v2 Electron Electron placed according to stretchead placed according to stretchead
L'Eté Indien,Joe Dassin,5.600285714285714,5.8917142857142855,5.78,french,happy,"[('chanson francaise', 100), ('Joe Dassin', 34), ('french', 23), ('Retro', 23), ('Ballad', 23), ('romance', 23), ('Erotic', 23), ('slow dance', 23), ('chanson', 12), ('pop', 12), ('chill', 12), ('Chanson Française', 12), ('bar', 12), ('exotica', 12), ('best', 12), ('Sommer', 12), ('Favourite Songs', 12), ('india', 12), ('romantico', 12), ('obsessive-compulsive', 12)]",chanson francaise chanson francaise chanson francaise chanson francaise chanson francaise chanson francaise chanson francaise chanson francaise chanson francaise chanson francaise Joe Dassin Joe Dassin Joe Dassin french french Retro Retro Ballad Ballad romance romance Erotic Erotic slow dance slow dance chanson pop chill Chanson Française bar exotica best Sommer Favourite Songs india romantico obsessive-compulsive
Regen des Verfalls,Die In Progress,3.137142857142857,5.032857142857143,3.388571428571429,noise,sad,"[('noise', 100), ('electronic', 80), ('electronica', 80), ('alternative', 80), ('goth', 80), ('hardcore', 80), ('experimental', 80), ('sexy', 80), ('post-rock', 80), ('electro', 80), ('dance', 80), ('industrial', 80), ('Gothic', 80), ('Awesome', 80), ('psychedelic', 80), ('synth', 80), ('disturbing', 80), ('space', 80), ('Progressive', 80), ('Electronics', 80)]",noise noise noise noise noise noise noise noise noise noise electronic electronic electronic electronic electronic electronic electronic electronic electronica electronica electronica electronica electronica electronica electronica electronica alternative alternative alternative alternative alternative alternative alternative alternative goth goth goth goth goth goth goth goth hardcore hardcore hardcore hardcore hardcore hardcore hardcore hardcore experimental experimental experimental experimental experimental experimental experimental experimental sexy sexy sexy sexy sexy sexy sexy sexy post-rock post-rock post-rock post-rock post-rock post-rock post-rock post-rock electro electro electro electro electro electro electro electro dance dance dance dance dance dance dance dance industrial industrial industrial industrial industrial industrial industrial industrial Gothic Gothic Gothic Gothic Gothic Gothic Gothic Gothic Awesome Awesome Awesome Awesome Awesome Awesome Awesome Awesome psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic synth synth synth synth synth synth synth synth disturbing disturbing disturbing disturbing disturbing disturbing disturbing disturbing space space space space space space space space Progressive Progressive Progressive Progressive Progressive Progressive Progressive Progressive Electronics Electronics Electronics Electronics Electronics Electronics Electronics Electronics
